时间/s	马赫数	高度/m	外界大气温度/C	中央设备舱温度/C	前起舱温度/C
2795.00 	0.65 	12668.00 	-50.48 	36.15 	1.47 
2796.00 	0.65 	12668.06 	-50.47 	36.13 	1.40 
2797.00 	0.65 	12668.00 	-50.43 	36.14 	1.39 
2798.00 	0.65 	12667.96 	-50.42 	36.14 	1.37 
2799.00 	0.65 	12668.01 	-50.41 	36.11 	1.32 
2800.00 	0.65 	12668.12 	-50.36 	36.12 	1.26 
2801.00 	0.65 	12668.27 	-50.36 	36.12 	1.27 
2802.00 	0.65 	12668.35 	-50.35 	36.10 	1.20 
2803.00 	0.65 	12668.30 	-50.40 	36.10 	1.15 
2804.00 	0.65 	12668.18 	-50.40 	36.11 	1.14 
2805.00 	0.65 	12668.01 	-50.40 	36.08 	1.11 
2806.00 	0.65 	12667.98 	-50.45 	36.07 	1.07 
2807.00 	0.65 	12668.24 	-50.44 	36.08 	1.05 
2808.00 	0.65 	12668.65 	-50.48 	36.07 	1.05 
2809.00 	0.65 	12668.92 	-50.52 	36.05 	0.97 
2810.00 	0.65 	12668.88 	-50.55 	36.05 	0.95 
2811.00 	0.65 	12668.74 	-50.65 	36.06 	0.94 
2812.00 	0.65 	12668.72 	-50.71 	36.04 	0.88 
2813.00 	0.65 	12668.89 	-50.75 	36.03 	0.83 
2814.00 	0.65 	12669.05 	-50.79 	36.04 	0.82 
2815.00 	0.65 	12669.05 	-50.85 	36.02 	0.80 
2816.00 	0.65 	12668.97 	-50.93 	36.00 	0.73 
2817.00 	0.65 	12668.86 	-50.96 	36.02 	0.71 
2818.00 	0.65 	12668.73 	-50.99 	36.01 	0.68 
2819.00 	0.65 	12668.71 	-51.04 	35.98 	0.60 
2820.00 	0.65 	12668.88 	-51.10 	35.99 	0.59 
2821.00 	0.65 	12669.10 	-51.15 	36.00 	0.59 
2822.00 	0.65 	12669.11 	-51.15 	35.97 	0.51 
2823.00 	0.65 	12668.78 	-51.19 	35.97 	0.49 
2824.00 	0.65 	12668.28 	-51.20 	35.98 	0.48 
2825.00 	0.65 	12668.01 	-51.25 	35.96 	0.45 
2826.00 	0.65 	12668.07 	-51.26 	35.95 	0.37 
2827.00 	0.65 	12668.33 	-51.32 	35.96 	0.36 
2828.00 	0.65 	12668.52 	-51.34 	35.96 	0.35 
2829.00 	0.65 	12668.56 	-51.39 	35.93 	0.29 
2830.00 	0.65 	12668.54 	-51.40 	35.93 	0.26 
2831.00 	0.65 	12668.52 	-51.45 	35.94 	0.24 
2832.00 	0.65 	12668.55 	-51.45 	35.92 	0.20 
2833.00 	0.65 	12668.52 	-51.45 	35.91 	0.16 
2834.00 	0.65 	12668.31 	-51.53 	35.92 	0.15 
2835.00 	0.65 	12668.05 	-51.53 	35.90 	0.13 
2836.00 	0.65 	12667.81 	-51.54 	35.88 	0.08 
2837.00 	0.65 	12667.60 	-51.60 	35.90 	0.03 
2838.00 	0.65 	12667.46 	-51.59 	35.88 	0.02 
2839.00 	0.65 	12667.38 	-51.65 	35.86 	-0.05 
2840.00 	0.65 	12667.34 	-51.64 	35.87 	-0.08 
2841.00 	0.65 	12667.50 	-51.61 	35.87 	-0.09 
2842.00 	0.65 	12667.84 	-51.63 	35.84 	-0.14 
2843.00 	0.65 	12668.21 	-51.62 	35.84 	-0.19 
2844.00 	0.65 	12668.65 	-51.62 	35.85 	-0.22 
2845.00 	0.65 	12669.09 	-51.65 	35.82 	-0.26 
2846.00 	0.65 	12669.32 	-51.64 	35.82 	-0.29 
2847.00 	0.65 	12669.39 	-51.66 	35.83 	-0.29 
2848.00 	0.65 	12669.38 	-51.65 	35.81 	-0.33 
2849.00 	0.65 	12669.31 	-51.64 	35.79 	-0.40 
2850.00 	0.65 	12669.14 	-51.63 	35.81 	-0.42 
2851.00 	0.65 	12669.04 	-51.63 	35.79 	-0.42 
2852.00 	0.65 	12669.08 	-51.64 	35.76 	-0.51 
2853.00 	0.65 	12669.19 	-51.64 	35.78 	-0.53 
2854.00 	0.65 	12669.31 	-51.64 	35.77 	-0.53 
2855.00 	0.65 	12669.33 	-51.63 	35.74 	-0.59 
2856.00 	0.65 	12669.29 	-51.63 	35.75 	-0.63 
2857.00 	0.65 	12669.27 	-51.62 	35.75 	-0.65 
2858.00 	0.65 	12669.26 	-51.62 	35.72 	-0.70 
2859.00 	0.65 	12669.24 	-51.68 	35.73 	-0.72 
2860.00 	0.65 	12669.26 	-51.68 	35.74 	-0.72 
2861.00 	0.65 	12669.27 	-51.70 	35.71 	-0.79 
2862.00 	0.65 	12669.18 	-51.69 	35.71 	-0.84 
2863.00 	0.65 	12669.03 	-51.70 	35.72 	-0.85 
2864.00 	0.65 	12668.86 	-51.69 	35.69 	-0.90 
2865.00 	0.65 	12668.73 	-51.69 	35.68 	-0.95 
2866.00 	0.65 	12668.68 	-51.70 	35.69 	-0.95 
2867.00 	0.65 	12668.65 	-51.70 	35.67 	-0.98 
2868.00 	0.65 	12668.64 	-51.75 	35.66 	-1.01 
2869.00 	0.65 	12668.63 	-51.76 	35.68 	-1.03 
2870.00 	0.65 	12668.60 	-51.77 	35.65 	-1.08 
2871.00 	0.65 	12668.51 	-51.77 	35.64 	-1.14 
2872.00 	0.65 	12668.39 	-51.83 	35.65 	-1.14 
2873.00 	0.65 	12668.31 	-51.84 	35.63 	-1.16 
2874.00 	0.65 	12668.25 	-51.85 	35.61 	-1.21 
2875.00 	0.65 	12668.21 	-51.86 	35.63 	-1.23 
2876.00 	0.65 	12668.17 	-51.87 	35.61 	-1.26 
2877.00 	0.65 	12668.05 	-51.94 	35.59 	-1.31 
2878.00 	0.65 	12667.91 	-51.95 	35.61 	-1.33 
2879.00 	0.65 	12667.86 	-51.95 	35.59 	-1.36 
2880.00 	0.65 	12667.88 	-51.96 	35.58 	-1.40 
2881.00 	0.65 	12667.85 	-51.96 	35.59 	-1.40 
2882.00 	0.65 	12667.77 	-51.96 	35.57 	-1.42 
2883.00 	0.65 	12667.69 	-51.95 	35.55 	-1.48 
2884.00 	0.65 	12667.67 	-51.96 	35.57 	-1.50 
2885.00 	0.65 	12667.79 	-51.94 	35.55 	-1.52 
2886.00 	0.65 	12667.96 	-51.95 	35.54 	-1.58 
2887.00 	0.65 	12668.13 	-51.98 	35.55 	-1.59 
2888.00 	0.65 	12668.23 	-52.04 	35.53 	-1.62 
2889.00 	0.65 	12668.21 	-52.05 	35.51 	-1.68 
2890.00 	0.65 	12668.08 	-52.05 	35.53 	-1.69 
2891.00 	0.65 	12667.96 	-52.07 	35.50 	-1.74 
2892.00 	0.65 	12667.88 	-52.05 	35.50 	-1.78 
2893.00 	0.65 	12667.77 	-52.05 	35.50 	-1.79 
2894.00 	0.65 	12667.65 	-52.05 	35.47 	-1.83 
2895.00 	0.65 	12667.80 	-52.06 	35.48 	-1.87 
2896.00 	0.65 	12668.17 	-52.10 	35.48 	-1.89 
2897.00 	0.65 	12668.56 	-52.11 	35.45 	-1.93 
2898.00 	0.65 	12668.83 	-52.11 	35.47 	-1.96 
2899.00 	0.65 	12668.83 	-52.11 	35.46 	-1.98 
2900.00 	0.65 	12668.73 	-52.10 	35.44 	-2.05 
2901.00 	0.65 	12668.62 	-52.10 	35.45 	-2.06 
2902.00 	0.65 	12668.62 	-52.09 	35.43 	-2.08 
2903.00 	0.65 	12668.71 	-52.09 	35.42 	-2.14 
2904.00 	0.65 	12668.94 	-52.08 	35.43 	-2.15 
2905.00 	0.65 	12669.09 	-52.09 	35.40 	-2.19 
2906.00 	0.65 	12669.11 	-52.09 	35.41 	-2.23 
2907.00 	0.65 	12669.04 	-52.04 	35.41 	-2.22 
2908.00 	0.65 	12668.99 	-52.03 	35.38 	-2.28 
2909.00 	0.65 	12669.03 	-52.04 	35.39 	-2.30 
2910.00 	0.65 	12669.03 	-52.04 	35.38 	-2.33 
2911.00 	0.65 	12668.82 	-52.03 	35.36 	-2.40 
2912.00 	0.65 	12668.65 	-52.02 	35.38 	-2.40 
2913.00 	0.65 	12668.81 	-52.01 	35.35 	-2.43 
2914.00 	0.65 	12669.24 	-52.02 	35.35 	-2.49 
2915.00 	0.65 	12669.52 	-52.03 	35.35 	-2.49 
2916.00 	0.65 	12669.40 	-52.03 	35.32 	-2.54 
2917.00 	0.65 	12669.12 	-52.03 	35.34 	-2.58 
2918.00 	0.65 	12669.02 	-52.04 	35.32 	-2.58 
2919.00 	0.65 	12669.04 	-52.02 	35.31 	-2.64 
2920.00 	0.65 	12669.13 	-51.99 	35.32 	-2.64 
2921.00 	0.65 	12669.30 	-51.97 	35.28 	-2.70 
2922.00 	0.65 	12669.65 	-51.96 	35.30 	-2.73 
2923.00 	0.65 	12670.09 	-51.96 	35.28 	-2.74 
2924.00 	0.65 	12670.35 	-51.96 	35.27 	-2.78 
2925.00 	0.65 	12670.32 	-52.00 	35.28 	-2.78 
2926.00 	0.65 	12670.17 	-52.01 	35.25 	-2.84 
2927.00 	0.65 	12669.92 	-52.04 	35.27 	-2.87 
2928.00 	0.65 	12669.57 	-52.04 	35.24 	-2.89 
2929.00 	0.65 	12669.23 	-52.06 	35.24 	-2.95 
2930.00 	0.65 	12669.08 	-52.00 	35.25 	-2.95 
2931.00 	0.65 	12669.19 	-51.97 	35.22 	-3.02 
2932.00 	0.65 	12669.48 	-51.93 	35.23 	-3.02 
2933.00 	0.65 	12669.90 	-51.88 	35.21 	-3.06 
2934.00 	0.65 	12670.43 	-51.85 	35.21 	-3.10 
2935.00 	0.65 	12671.06 	-51.83 	35.20 	-3.10 
2936.00 	0.65 	12671.47 	-51.78 	35.18 	-3.17 
2937.00 	0.65 	12671.59 	-51.78 	35.20 	-3.17 
2938.00 	0.65 	12671.50 	-51.79 	35.16 	-3.21 
2939.00 	0.65 	12671.49 	-51.79 	35.18 	-3.23 
2940.00 	0.65 	12671.61 	-51.79 	35.15 	-3.29 
2941.00 	0.65 	12671.84 	-51.75 	35.15 	-3.32 
2942.00 	0.65 	12672.04 	-51.76 	35.15 	-3.31 
2943.00 	0.65 	12671.99 	-51.76 	35.13 	-3.37 
2944.00 	0.65 	12671.65 	-51.72 	35.14 	-3.37 
2945.00 	0.65 	12671.25 	-51.72 	35.11 	-3.43 
2946.00 	0.65 	12670.96 	-51.73 	35.14 	-3.45 
2947.00 	0.65 	12670.80 	-51.72 	35.10 	-3.48 
2948.00 	0.65 	12670.75 	-51.67 	35.11 	-3.53 
2949.00 	0.65 	12670.83 	-51.66 	35.09 	-3.54 
2950.00 	0.65 	12671.06 	-51.64 	35.09 	-3.60 
2951.00 	0.65 	12671.35 	-51.63 	35.09 	-3.60 
2952.00 	0.65 	12671.71 	-51.63 	35.07 	-3.65 
2953.00 	0.65 	12672.04 	-51.59 	35.08 	-3.66 
2954.00 	0.65 	12672.25 	-51.58 	35.05 	-3.70 
2955.00 	0.65 	12672.32 	-51.60 	35.07 	-3.71 
2956.00 	0.65 	12672.22 	-51.63 	35.04 	-3.76 
2957.00 	0.65 	12672.00 	-51.64 	35.05 	-3.78 
2958.00 	0.65 	12671.71 	-51.61 	35.02 	-3.83 
2959.00 	0.65 	12671.39 	-51.61 	35.04 	-3.84 
2960.00 	0.65 	12671.08 	-51.58 	35.01 	-3.88 
2961.00 	0.65 	12670.77 	-51.59 	35.02 	-3.92 
2962.00 	0.65 	12670.52 	-51.54 	35.00 	-3.93 
2963.00 	0.65 	12670.43 	-51.54 	35.00 	-3.98 
2964.00 	0.65 	12670.51 	-51.49 	34.99 	-4.02 
2965.00 	0.65 	12670.71 	-51.48 	34.98 	-4.04 
2966.00 	0.65 	12670.91 	-51.48 	34.98 	-4.06 
2967.00 	0.65 	12671.11 	-51.48 	34.97 	-4.10 
2968.00 	0.65 	12671.30 	-51.48 	34.97 	-4.09 
2969.00 	0.65 	12671.38 	-51.49 	34.95 	-4.15 
2970.00 	0.65 	12671.36 	-51.50 	34.95 	-4.14 
2971.00 	0.65 	12671.25 	-51.51 	34.93 	-4.22 
2972.00 	0.65 	12671.11 	-51.46 	34.94 	-4.22 
2973.00 	0.65 	12670.97 	-51.50 	34.92 	-4.26 
2974.00 	0.65 	12670.94 	-51.50 	34.93 	-4.27 
2975.00 	0.65 	12670.94 	-51.50 	34.90 	-4.32 
2976.00 	0.65 	12671.05 	-51.51 	34.91 	-4.32 
2977.00 	0.65 	12671.30 	-51.51 	34.89 	-4.38 
2978.00 	0.65 	12671.45 	-51.51 	34.89 	-4.37 
2979.00 	0.65 	12671.41 	-51.51 	34.88 	-4.44 
2980.00 	0.65 	12671.29 	-51.51 	34.88 	-4.44 
2981.00 	0.65 	12671.14 	-51.52 	34.87 	-4.50 
2982.00 	0.65 	12671.02 	-51.52 	34.86 	-4.49 
2983.00 	0.65 	12671.01 	-51.51 	34.86 	-4.53 
2984.00 	0.65 	12671.04 	-51.52 	34.84 	-4.54 
2985.00 	0.65 	12671.05 	-51.51 	34.85 	-4.59 
2986.00 	0.65 	12671.03 	-51.52 	34.82 	-4.61 
2987.00 	0.65 	12671.11 	-51.51 	34.84 	-4.63 
2988.00 	0.65 	12671.18 	-51.52 	34.80 	-4.70 
2989.00 	0.65 	12671.19 	-51.47 	34.82 	-4.70 
2990.00 	0.65 	12671.12 	-51.47 	34.79 	-4.75 
2991.00 	0.65 	12671.08 	-51.46 	34.81 	-4.76 
2992.00 	0.65 	12671.08 	-51.46 	34.79 	-4.82 
2993.00 	0.65 	12671.13 	-51.46 	34.78 	-4.81 
2994.00 	0.65 	12671.19 	-51.46 	34.78 	-4.85 
2995.00 	0.65 	12671.30 	-51.41 	34.76 	-4.87 
2996.00 	0.65 	12671.42 	-51.42 	34.77 	-4.90 
2997.00 	0.65 	12671.48 	-51.41 	34.74 	-4.94 
2998.00 	0.65 	12671.44 	-51.41 	34.76 	-4.95 
2999.00 	0.65 	12671.44 	-51.42 	34.73 	-5.00 
3000.00 	0.65 	12671.50 	-51.46 	34.74 	-5.00 
3001.00 	0.65 	12671.48 	-51.43 	34.73 	-5.06 
3002.00 	0.65 	12671.32 	-51.43 	34.71 	-5.07 
3003.00 	0.65 	12671.15 	-51.43 	34.73 	-5.10 
3004.00 	0.65 	12671.06 	-51.42 	34.69 	-5.15 
3005.00 	0.65 	12671.15 	-51.43 	34.71 	-5.13 
3006.00 	0.65 	12671.40 	-51.43 	34.69 	-5.19 
3007.00 	0.65 	12671.68 	-51.43 	34.68 	-5.20 
3008.00 	0.65 	12671.84 	-51.38 	34.69 	-5.23 
3009.00 	0.65 	12671.86 	-51.39 	34.66 	-5.29 
3010.00 	0.65 	12671.78 	-51.39 	34.67 	-5.28 
3011.00 	0.65 	12671.60 	-51.41 	34.65 	-5.33 
3012.00 	0.65 	12671.29 	-51.41 	34.64 	-5.36 
3013.00 	0.65 	12671.02 	-51.42 	34.65 	-5.36 
3014.00 	0.65 	12670.89 	-51.39 	34.63 	-5.41 
3015.00 	0.65 	12670.87 	-51.39 	34.63 	-5.41 
3016.00 	0.65 	12670.91 	-51.40 	34.63 	-5.47 
3017.00 	0.65 	12671.03 	-51.40 	34.60 	-5.50 
3018.00 	0.65 	12671.09 	-51.41 	34.61 	-5.49 
3019.00 	0.65 	12671.01 	-51.41 	34.60 	-5.57 
3020.00 	0.65 	12670.84 	-51.41 	34.59 	-5.58 
3021.00 	0.65 	12670.76 	-51.37 	34.60 	-5.59 
3022.00 	0.65 	12670.78 	-51.38 	34.57 	-5.65 
3023.00 	0.65 	12670.80 	-51.37 	34.57 	-5.64 
3024.00 	0.65 	12670.77 	-51.38 	34.58 	-5.68 
3025.00 	0.65 	12670.82 	-51.34 	34.55 	-5.72 
3026.00 	0.65 	12670.92 	-51.34 	34.55 	-5.73 
3027.00 	0.65 	12671.01 	-51.33 	34.56 	-5.75 
3028.00 	0.65 	12670.96 	-51.33 	34.53 	-5.80 
3029.00 	0.65 	12670.96 	-51.32 	34.53 	-5.80 
3030.00 	0.65 	12671.06 	-51.29 	34.54 	-5.85 
3031.00 	0.65 	12671.24 	-51.30 	34.51 	-5.89 
3032.00 	0.65 	12671.39 	-51.32 	34.51 	-5.89 
3033.00 	0.65 	12671.36 	-51.31 	34.52 	-5.92 
3034.00 	0.65 	12671.21 	-51.25 	34.49 	-5.98 
3035.00 	0.65 	12671.14 	-51.24 	34.49 	-5.96 
3036.00 	0.65 	12671.29 	-51.25 	34.50 	-5.98 
3037.00 	0.65 	12671.48 	-51.21 	34.47 	-6.04 
3038.00 	0.65 	12671.54 	-51.21 	34.46 	-6.05 
3039.00 	0.65 	12671.58 	-51.22 	34.47 	-6.07 
3040.00 	0.65 	12671.59 	-51.21 	34.46 	-6.12 
3041.00 	0.65 	12671.49 	-51.21 	34.44 	-6.15 
3042.00 	0.65 	12671.31 	-51.17 	34.44 	-6.15 
3043.00 	0.65 	12671.22 	-51.14 	34.45 	-6.18 
3044.00 	0.65 	12671.25 	-51.14 	34.42 	-6.24 
3045.00 	0.65 	12671.38 	-51.15 	34.40 	-6.25 
3046.00 	0.65 	12671.54 	-51.16 	34.42 	-6.27 
3047.00 	0.65 	12671.54 	-51.10 	34.42 	-6.31 
3048.00 	0.65 	12671.44 	-51.14 	34.39 	-6.35 
3049.00 	0.65 	12671.39 	-51.08 	34.38 	-6.36 
3050.00 	0.65 	12671.38 	-51.07 	34.39 	-6.37 
3051.00 	0.65 	12671.39 	-51.07 	34.38 	-6.42 
3052.00 	0.65 	12671.55 	-51.07 	34.36 	-6.45 
3053.00 	0.65 	12671.83 	-51.05 	34.35 	-6.47 
3054.00 	0.65 	12672.06 	-51.06 	34.36 	-6.48 
3055.00 	0.65 	12672.07 	-51.00 	34.36 	-6.50 
3056.00 	0.65 	12671.89 	-51.00 	34.33 	-6.55 
3057.00 	0.65 	12671.77 	-50.99 	34.32 	-6.57 
3058.00 	0.65 	12671.72 	-51.00 	34.32 	-6.60 
3059.00 	0.65 	12671.75 	-50.99 	34.33 	-6.62 
3060.00 	0.65 	12671.80 	-51.01 	34.31 	-6.67 
3061.00 	0.65 	12671.87 	-50.96 	34.30 	-6.70 
3062.00 	0.65 	12671.93 	-50.98 	34.29 	-6.73 
3063.00 	0.65 	12671.95 	-51.05 	34.30 	-6.71 
3064.00 	0.65 	12671.79 	-51.02 	34.30 	-6.77 
3065.00 	0.65 	12671.43 	-51.09 	34.28 	-6.82 
3066.00 	0.65 	12670.99 	-51.12 	34.26 	-6.83 
3067.00 	0.66 	12670.52 	-51.17 	34.25 	-6.84 
3068.00 	0.65 	12670.17 	-51.14 	34.25 	-6.86 
3069.00 	0.65 	12670.11 	-51.10 	34.26 	-6.89 
3070.00 	0.65 	12670.68 	-51.06 	34.25 	-6.93 
3071.00 	0.65 	12671.80 	-51.02 	34.23 	-6.97 
3072.00 	0.65 	12672.94 	-51.00 	34.21 	-6.99 
3073.00 	0.65 	12673.63 	-50.97 	34.21 	-7.00 
3074.00 	0.65 	12673.82 	-50.94 	34.21 	-7.01 
3075.00 	0.65 	12673.60 	-50.89 	34.21 	-7.03 
3076.00 	0.65 	12673.10 	-50.87 	34.21 	-7.07 
3077.00 	0.65 	12672.54 	-50.86 	34.19 	-7.12 
3078.00 	0.65 	12672.20 	-50.84 	34.18 	-7.15 
3079.00 	0.65 	12672.17 	-50.84 	34.16 	-7.15 
3080.00 	0.65 	12672.37 	-50.82 	34.16 	-7.16 
3081.00 	0.65 	12672.66 	-50.80 	34.16 	-7.18 
3082.00 	0.65 	12673.02 	-50.85 	34.16 	-7.23 
3083.00 	0.65 	12673.28 	-50.80 	34.16 	-7.25 
3084.00 	0.65 	12673.27 	-50.84 	34.15 	-7.28 
3085.00 	0.65 	12673.07 	-50.87 	34.14 	-7.32 
3086.00 	0.65 	12672.71 	-50.87 	34.12 	-7.35 
3087.00 	0.65 	12672.21 	-50.87 	34.11 	-7.40 
3088.00 	0.65 	12671.65 	-50.89 	34.10 	-7.40 
3089.00 	0.65 	12671.09 	-50.90 	34.09 	-7.42 
3090.00 	0.65 	12670.72 	-50.89 	34.09 	-7.44 
3091.00 	0.65 	12670.61 	-50.84 	34.09 	-7.45 
3092.00 	0.65 	12670.81 	-50.83 	34.09 	-7.47 
3093.00 	0.65 	12671.27 	-50.82 	34.09 	-7.51 
3094.00 	0.65 	12671.75 	-50.81 	34.08 	-7.53 
3095.00 	0.65 	12672.08 	-50.79 	34.07 	-7.55 
3096.00 	0.65 	12672.31 	-50.76 	34.06 	-7.58 
3097.00 	0.65 	12672.35 	-50.77 	34.06 	-7.62 
3098.00 	0.65 	12672.22 	-50.74 	34.04 	-7.65 
3099.00 	0.65 	12672.12 	-50.72 	34.04 	-7.68 
3100.00 	0.65 	12672.27 	-50.71 	34.02 	-7.70 
3101.00 	0.65 	12672.69 	-50.66 	34.02 	-7.72 
3102.00 	0.65 	12673.14 	-50.64 	34.01 	-7.75 
3103.00 	0.65 	12673.44 	-50.64 	34.00 	-7.77 
3104.00 	0.65 	12673.62 	-50.66 	34.00 	-7.80 
3105.00 	0.65 	12673.68 	-50.68 	33.99 	-7.82 
3106.00 	0.65 	12673.60 	-50.69 	33.98 	-7.85 
3107.00 	0.65 	12673.46 	-50.69 	33.97 	-7.87 
3108.00 	0.65 	12673.40 	-50.74 	33.97 	-7.91 
3109.00 	0.65 	12673.29 	-50.74 	33.96 	-7.93 
3110.00 	0.65 	12673.06 	-50.73 	33.96 	-7.95 
3111.00 	0.65 	12672.94 	-50.72 	33.95 	-7.97 
3112.00 	0.65 	12673.03 	-50.71 	33.95 	-7.99 
3113.00 	0.65 	12673.36 	-50.71 	33.94 	-8.01 
3114.00 	0.65 	12673.46 	-50.71 	33.94 	-8.03 
3115.00 	0.65 	12673.39 	-50.71 	33.93 	-8.05 
3116.00 	0.65 	12673.42 	-50.73 	33.93 	-8.07 
3117.00 	0.65 	12673.66 	-50.73 	33.92 	-8.10 
3118.00 	0.65 	12673.88 	-50.76 	33.92 	-8.11 
3119.00 	0.65 	12673.84 	-50.69 	33.91 	-8.15 
3120.00 	0.65 	12673.70 	-50.67 	33.90 	-8.18 
3121.00 	0.65 	12673.59 	-50.71 	33.89 	-8.20 
3122.00 	0.65 	12673.66 	-50.72 	33.87 	-8.22 
3123.00 	0.65 	12673.89 	-50.71 	33.86 	-8.25 
3124.00 	0.65 	12674.06 	-50.70 	33.84 	-8.28 
3125.00 	0.65 	12674.21 	-50.70 	33.84 	-8.31 
3126.00 	0.65 	12674.48 	-50.72 	33.83 	-8.33 
3127.00 	0.65 	12674.70 	-50.74 	33.83 	-8.37 
3128.00 	0.65 	12674.55 	-50.74 	33.84 	-8.36 
3129.00 	0.65 	12674.12 	-50.73 	33.83 	-8.38 
3130.00 	0.65 	12673.84 	-50.73 	33.82 	-8.40 
3131.00 	0.65 	12673.97 	-50.75 	33.81 	-8.43 
3132.00 	0.65 	12674.33 	-50.75 	33.79 	-8.47 
3133.00 	0.65 	12674.54 	-50.73 	33.78 	-8.50 
3134.00 	0.65 	12674.55 	-50.72 	33.78 	-8.52 
3135.00 	0.65 	12674.47 	-50.70 	33.78 	-8.54 
3136.00 	0.65 	12674.47 	-50.68 	33.79 	-8.56 
3137.00 	0.65 	12674.70 	-50.70 	33.77 	-8.57 
3138.00 	0.65 	12675.05 	-50.67 	33.75 	-8.60 
3139.00 	0.65 	12675.49 	-50.69 	33.74 	-8.63 
3140.00 	0.65 	12675.85 	-50.76 	33.74 	-8.65 
3141.00 	0.65 	12675.85 	-50.79 	33.74 	-8.66 
3142.00 	0.65 	12675.60 	-50.87 	33.74 	-8.67 
3143.00 	0.65 	12675.17 	-50.93 	33.72 	-8.71 
3144.00 	0.65 	12674.65 	-50.94 	33.70 	-8.75 
3145.00 	0.65 	12674.14 	-50.96 	33.70 	-8.80 
3146.00 	0.65 	12673.93 	-51.00 	33.70 	-8.79 
3147.00 	0.65 	12674.09 	-50.98 	33.70 	-8.81 
3148.00 	0.65 	12674.54 	-50.98 	33.68 	-8.83 
3149.00 	0.65 	12675.15 	-51.02 	33.66 	-8.88 
3150.00 	0.65 	12675.72 	-51.01 	33.67 	-8.90 
3151.00 	0.65 	12676.17 	-51.02 	33.68 	-8.91 
3152.00 	0.65 	12676.43 	-51.01 	33.66 	-8.93 
3153.00 	0.65 	12676.43 	-51.06 	33.63 	-8.97 
3154.00 	0.65 	12676.27 	-51.06 	33.64 	-9.01 
3155.00 	0.65 	12676.04 	-51.06 	33.64 	-9.00 
3156.00 	0.65 	12675.76 	-51.12 	33.62 	-9.03 
3157.00 	0.65 	12675.46 	-51.11 	33.61 	-9.08 
3158.00 	0.65 	12675.18 	-51.11 	33.62 	-9.08 
3159.00 	0.65 	12675.20 	-51.12 	33.61 	-9.10 
3160.00 	0.65 	12675.43 	-51.13 	33.58 	-9.14 
3161.00 	0.65 	12675.59 	-51.19 	33.59 	-9.16 
3162.00 	0.65 	12675.47 	-51.20 	33.59 	-9.16 
3163.00 	0.65 	12675.09 	-51.20 	33.56 	-9.20 
3164.00 	0.65 	12674.70 	-51.25 	33.56 	-9.22 
3165.00 	0.65 	12674.61 	-51.26 	33.57 	-9.24 
3166.00 	0.65 	12674.85 	-51.29 	33.54 	-9.26 
3167.00 	0.65 	12675.11 	-51.28 	33.55 	-9.29 
3168.00 	0.65 	12675.08 	-51.34 	33.55 	-9.31 
3169.00 	0.65 	12674.87 	-51.33 	33.52 	-9.34 
3170.00 	0.65 	12674.61 	-51.32 	33.53 	-9.37 
3171.00 	0.65 	12674.47 	-51.37 	33.52 	-9.37 
3172.00 	0.65 	12674.63 	-51.35 	33.49 	-9.42 
3173.00 	0.65 	12675.06 	-51.34 	33.52 	-9.42 
3174.00 	0.65 	12675.51 	-51.33 	33.48 	-9.45 
3175.00 	0.65 	12675.74 	-51.31 	33.48 	-9.48 
3176.00 	0.65 	12675.77 	-51.30 	33.48 	-9.48 
3177.00 	0.65 	12675.83 	-51.29 	33.46 	-9.52 
3178.00 	0.65 	12676.16 	-51.30 	33.47 	-9.54 
3179.00 	0.65 	12676.70 	-51.32 	33.45 	-9.57 
3180.00 	0.65 	12677.08 	-51.31 	33.45 	-9.61 
3181.00 	0.65 	12676.93 	-51.31 	33.44 	-9.61 
3182.00 	0.65 	12676.45 	-51.32 	33.43 	-9.66 
3183.00 	0.65 	12675.97 	-51.33 	33.44 	-9.66 
3184.00 	0.65 	12675.64 	-51.31 	33.41 	-9.70 
3185.00 	0.65 	12675.61 	-51.33 	33.42 	-9.70 
3186.00 	0.65 	12675.90 	-51.34 	33.39 	-9.75 
3187.00 	0.65 	12676.24 	-51.33 	33.41 	-9.75 
3188.00 	0.65 	12676.46 	-51.31 	33.38 	-9.78 
3189.00 	0.65 	12676.46 	-51.31 	33.40 	-9.79 
3190.00 	0.65 	12676.50 	-51.35 	33.36 	-9.83 
3191.00 	0.65 	12676.66 	-51.34 	33.38 	-9.83 
3192.00 	0.65 	12676.77 	-51.34 	33.35 	-9.87 
3193.00 	0.65 	12676.74 	-51.37 	33.37 	-9.86 
3194.00 	0.65 	12676.57 	-51.40 	33.33 	-9.93 
3195.00 	0.65 	12676.24 	-51.43 	33.35 	-9.92 
3196.00 	0.65 	12675.75 	-51.42 	33.33 	-9.97 
3197.00 	0.65 	12675.30 	-51.39 	33.33 	-9.95 
3198.00 	0.65 	12675.18 	-51.36 	33.32 	-10.01 
3199.00 	0.65 	12675.58 	-51.37 	33.31 	-10.01 
3200.00 	0.65 	12676.21 	-51.34 	33.32 	-10.04 
3201.00 	0.65 	12676.71 	-51.37 	33.29 	-10.07 
3202.00 	0.65 	12676.74 	-51.35 	33.31 	-10.08 
3203.00 	0.65 	12676.43 	-51.35 	33.28 	-10.11 
3204.00 	0.65 	12676.12 	-51.34 	33.28 	-10.11 
3205.00 	0.65 	12676.13 	-51.37 	33.29 	-10.15 
