时间/s	马赫数	高度/m	外界大气温度/C	中央设备舱温度/C	前起舱温度/C
8177.00 	0.72 	11603.43 	-44.18 	19.52 	-21.89 
8178.00 	0.72 	11602.94 	-44.14 	19.54 	-21.87 
8179.00 	0.72 	11602.06 	-44.28 	19.52 	-21.89 
8180.00 	0.72 	11601.54 	-44.33 	19.54 	-21.87 
8181.00 	0.72 	11601.03 	-44.20 	19.51 	-21.89 
8182.00 	0.72 	11600.99 	-44.20 	19.53 	-21.87 
8183.00 	0.72 	11601.20 	-44.02 	19.52 	-21.88 
8184.00 	0.72 	11601.69 	-44.05 	19.53 	-21.87 
8185.00 	0.72 	11602.72 	-44.06 	19.51 	-21.88 
8186.00 	0.72 	11603.25 	-44.11 	19.53 	-21.87 
8187.00 	0.72 	11603.16 	-44.07 	19.51 	-21.88 
8188.00 	0.72 	11602.96 	-44.21 	19.53 	-21.87 
8189.00 	0.72 	11602.57 	-44.29 	19.51 	-21.87 
8190.00 	0.72 	11601.68 	-44.23 	19.52 	-21.87 
8191.00 	0.72 	11600.77 	-44.14 	19.51 	-21.87 
8192.00 	0.72 	11600.51 	-44.20 	19.53 	-21.88 
8193.00 	0.72 	11600.73 	-44.09 	19.51 	-21.87 
8194.00 	0.72 	11601.28 	-44.40 	19.52 	-21.87 
8195.00 	0.72 	11601.54 	-44.00 	19.50 	-21.87 
8196.00 	0.72 	11601.83 	-44.17 	19.52 	-21.87 
8197.00 	0.72 	11602.66 	-44.32 	19.51 	-21.87 
8198.00 	0.72 	11603.03 	-44.36 	19.52 	-21.88 
8199.00 	0.72 	11602.95 	-44.29 	19.50 	-21.87 
8200.00 	0.72 	11602.87 	-44.24 	19.51 	-21.87 
8201.00 	0.72 	11602.43 	-44.31 	19.50 	-21.86 
8202.00 	0.72 	11601.93 	-44.49 	19.51 	-21.87 
8203.00 	0.72 	11601.48 	-44.39 	19.51 	-21.86 
8204.00 	0.72 	11600.66 	-44.33 	19.51 	-21.87 
8205.00 	0.72 	11600.59 	-44.46 	19.50 	-21.86 
8206.00 	0.72 	11600.54 	-44.16 	19.50 	-21.87 
8207.00 	0.72 	11600.94 	-44.28 	19.51 	-21.85 
8208.00 	0.72 	11602.10 	-44.17 	19.50 	-21.87 
8209.00 	0.72 	11602.71 	-44.23 	19.50 	-21.85 
8210.00 	0.72 	11603.15 	-44.30 	19.50 	-21.87 
8211.00 	0.72 	11603.40 	-44.41 	19.50 	-21.85 
8212.00 	0.72 	11602.94 	-44.32 	19.49 	-21.87 
8213.00 	0.72 	11602.88 	-44.49 	19.50 	-21.84 
8214.00 	0.72 	11602.97 	-44.39 	19.49 	-21.87 
8215.00 	0.72 	11602.45 	-44.43 	19.50 	-21.85 
8216.00 	0.72 	11601.68 	-44.51 	19.49 	-21.86 
8217.00 	0.72 	11601.34 	-44.51 	19.50 	-21.84 
8218.00 	0.72 	11601.18 	-44.45 	19.48 	-21.86 
8219.00 	0.72 	11601.46 	-44.41 	19.50 	-21.84 
8220.00 	0.72 	11602.05 	-44.36 	19.48 	-21.86 
8221.00 	0.72 	11602.51 	-44.32 	19.49 	-21.84 
8222.00 	0.72 	11602.78 	-44.29 	19.48 	-21.86 
8223.00 	0.72 	11602.72 	-44.42 	19.49 	-21.84 
8224.00 	0.72 	11602.47 	-44.62 	19.48 	-21.85 
8225.00 	0.72 	11602.06 	-44.32 	19.49 	-21.85 
8226.00 	0.72 	11601.42 	-44.37 	19.47 	-21.85 
8227.00 	0.72 	11600.95 	-44.27 	19.49 	-21.84 
8228.00 	0.72 	11601.03 	-44.43 	19.47 	-21.85 
8229.00 	0.72 	11601.56 	-44.30 	19.48 	-21.85 
8230.00 	0.71 	11602.24 	-44.04 	19.47 	-21.85 
8231.00 	0.72 	11602.27 	-44.19 	19.48 	-21.85 
8232.00 	0.72 	11603.63 	-44.12 	19.47 	-21.84 
8233.00 	0.72 	11604.45 	-44.31 	19.48 	-21.85 
8234.00 	0.72 	11604.33 	-44.31 	19.47 	-21.84 
8235.00 	0.72 	11603.55 	-44.09 	19.48 	-21.85 
8236.00 	0.72 	11603.37 	-44.30 	19.47 	-21.84 
8237.00 	0.72 	11603.57 	-44.35 	19.48 	-21.85 
8238.00 	0.72 	11602.99 	-44.25 	19.47 	-21.83 
8239.00 	0.72 	11602.31 	-44.24 	19.47 	-21.85 
8240.00 	0.72 	11601.72 	-44.31 	19.47 	-21.83 
8241.00 	0.72 	11601.48 	-44.30 	19.47 	-21.85 
8242.00 	0.72 	11601.10 	-44.39 	19.47 	-21.83 
8243.00 	0.72 	11600.41 	-44.37 	19.46 	-21.85 
8244.00 	0.72 	11599.74 	-44.38 	19.47 	-21.83 
8245.00 	0.72 	11599.44 	-44.36 	19.46 	-21.85 
8246.00 	0.72 	11599.46 	-44.33 	19.47 	-21.83 
8247.00 	0.72 	11599.73 	-44.36 	19.46 	-21.85 
8248.00 	0.72 	11600.27 	-44.36 	19.47 	-21.83 
8249.00 	0.72 	11600.62 	-44.34 	19.45 	-21.84 
8250.00 	0.72 	11600.86 	-44.42 	19.47 	-21.83 
8251.00 	0.72 	11600.94 	-44.37 	19.45 	-21.84 
8252.00 	0.72 	11600.91 	-44.21 	19.47 	-21.83 
8253.00 	0.72 	11601.17 	-44.23 	19.45 	-21.84 
8254.00 	0.72 	11601.63 	-44.31 	19.46 	-21.83 
8255.00 	0.72 	11601.82 	-44.18 	19.44 	-21.83 
8256.00 	0.72 	11601.78 	-44.25 	19.46 	-21.83 
8257.00 	0.72 	11601.73 	-44.17 	19.44 	-21.83 
8258.00 	0.72 	11601.70 	-44.31 	19.46 	-21.83 
8259.00 	0.72 	11601.74 	-44.30 	19.44 	-21.83 
8260.00 	0.72 	11601.32 	-44.34 	19.45 	-21.83 
8261.00 	0.72 	11600.88 	-44.43 	19.44 	-21.82 
8262.00 	0.72 	11600.68 	-44.49 	19.45 	-21.83 
8263.00 	0.72 	11600.65 	-44.46 	19.45 	-21.82 
8264.00 	0.72 	11600.81 	-44.59 	19.44 	-21.84 
8265.00 	0.72 	11601.40 	-44.54 	19.44 	-21.82 
8266.00 	0.72 	11602.02 	-44.65 	19.44 	-21.83 
8267.00 	0.72 	11602.09 	-44.54 	19.45 	-21.82 
8268.00 	0.72 	11602.16 	-44.68 	19.43 	-21.84 
8269.00 	0.72 	11602.43 	-44.68 	19.45 	-21.82 
8270.00 	0.72 	11602.68 	-44.64 	19.43 	-21.83 
8271.00 	0.72 	11603.16 	-44.86 	19.44 	-21.82 
8272.00 	0.72 	11603.42 	-44.81 	19.43 	-21.83 
8273.00 	0.72 	11602.86 	-44.86 	19.45 	-21.82 
8274.00 	0.72 	11601.68 	-44.89 	19.42 	-21.83 
8275.00 	0.72 	11600.48 	-44.93 	19.44 	-21.82 
8276.00 	0.72 	11599.76 	-44.89 	19.42 	-21.83 
8277.00 	0.72 	11600.12 	-44.79 	19.44 	-21.82 
8278.00 	0.71 	11602.08 	-44.74 	19.42 	-21.82 
8279.00 	0.71 	11605.62 	-44.59 	19.44 	-21.83 
8280.00 	0.71 	11609.70 	-44.45 	19.43 	-21.82 
8281.00 	0.71 	11613.49 	-44.48 	19.43 	-21.83 
8282.00 	0.70 	11616.75 	-44.21 	19.43 	-21.81 
8283.00 	0.70 	11618.81 	-44.21 	19.42 	-21.83 
8284.00 	0.70 	11620.13 	-44.22 	19.42 	-21.81 
8285.00 	0.70 	11619.91 	-44.29 	19.42 	-21.83 
8286.00 	0.71 	11617.52 	-44.37 	19.43 	-21.81 
8287.00 	0.71 	11613.87 	-44.39 	19.41 	-21.83 
8288.00 	0.71 	11610.19 	-44.41 	19.43 	-21.81 
8289.00 	0.71 	11607.79 	-44.44 	19.41 	-21.83 
8290.00 	0.70 	11607.27 	-44.28 	19.43 	-21.81 
8291.00 	0.70 	11608.66 	-44.29 	19.40 	-21.83 
8292.00 	0.70 	11611.22 	-44.32 	19.42 	-21.81 
8293.00 	0.70 	11613.09 	-44.30 	19.40 	-21.82 
8294.00 	0.70 	11613.49 	-44.22 	19.42 	-21.81 
8295.00 	0.70 	11613.46 	-44.29 	19.40 	-21.82 
8296.00 	0.70 	11613.33 	-44.25 	19.41 	-21.82 
8297.00 	0.70 	11612.91 	-44.44 	19.40 	-21.82 
8298.00 	0.70 	11612.38 	-44.26 	19.41 	-21.82 
8299.00 	0.70 	11611.69 	-44.29 	19.40 	-21.81 
8300.00 	0.70 	11611.39 	-44.22 	19.40 	-21.82 
8301.00 	0.70 	11611.62 	-44.19 	19.40 	-21.81 
8302.00 	0.70 	11611.75 	-44.25 	19.40 	-21.83 
8303.00 	0.70 	11611.55 	-44.28 	19.40 	-21.80 
8304.00 	0.70 	11611.03 	-44.26 	19.39 	-21.82 
8305.00 	0.70 	11610.26 	-44.23 	19.40 	-21.81 
8306.00 	0.70 	11609.67 	-44.20 	19.39 	-21.83 
8307.00 	0.70 	11609.49 	-44.26 	19.40 	-21.81 
8308.00 	0.70 	11610.20 	-44.28 	19.38 	-21.83 
8309.00 	0.70 	11611.02 	-44.14 	19.40 	-21.81 
8310.00 	0.71 	11611.39 	-44.52 	19.38 	-21.82 
8311.00 	0.70 	11611.60 	-44.11 	19.40 	-21.82 
8312.00 	0.70 	11611.42 	-44.28 	19.38 	-21.82 
8313.00 	0.70 	11611.71 	-44.21 	19.39 	-21.82 
8314.00 	0.70 	11612.20 	-44.28 	19.38 	-21.81 
8315.00 	0.70 	11612.30 	-44.36 	19.39 	-21.82 
8316.00 	0.70 	11612.22 	-44.33 	19.38 	-21.81 
8317.00 	0.70 	11611.80 	-44.28 	19.38 	-21.82 
8318.00 	0.70 	11611.32 	-44.32 	19.38 	-21.80 
8319.00 	0.70 	11610.96 	-44.23 	19.37 	-21.82 
8320.00 	0.70 	11610.42 	-44.30 	19.38 	-21.81 
8321.00 	0.70 	11610.38 	-44.38 	19.37 	-21.83 
8322.00 	0.70 	11610.37 	-44.40 	19.38 	-21.81 
8323.00 	0.70 	11610.46 	-44.47 	19.36 	-21.83 
8324.00 	0.70 	11610.43 	-44.37 	19.38 	-21.82 
8325.00 	0.70 	11610.32 	-44.43 	19.37 	-21.82 
8326.00 	0.70 	11610.57 	-44.44 	19.37 	-21.82 
8327.00 	0.70 	11610.74 	-44.39 	19.36 	-21.81 
8328.00 	0.70 	11610.79 	-44.43 	19.37 	-21.82 
8329.00 	0.70 	11611.17 	-44.36 	19.36 	-21.81 
8330.00 	0.70 	11611.51 	-44.27 	19.36 	-21.83 
8331.00 	0.70 	11611.75 	-44.28 	19.36 	-21.81 
8332.00 	0.70 	11611.61 	-44.28 	19.35 	-21.83 
8333.00 	0.70 	11611.16 	-44.30 	19.36 	-21.80 
8334.00 	0.70 	11610.75 	-44.20 	19.35 	-21.83 
8335.00 	0.70 	11610.61 	-44.21 	19.36 	-21.81 
8336.00 	0.70 	11610.75 	-44.31 	19.35 	-21.83 
8337.00 	0.70 	11611.04 	-44.19 	19.36 	-21.81 
8338.00 	0.70 	11611.21 	-44.32 	19.34 	-21.82 
8339.00 	0.70 	11611.10 	-44.30 	19.36 	-21.82 
8340.00 	0.70 	11610.53 	-44.26 	19.34 	-21.82 
8341.00 	0.70 	11610.39 	-44.10 	19.35 	-21.82 
8342.00 	0.70 	11610.76 	-44.14 	19.34 	-21.82 
8343.00 	0.70 	11611.43 	-44.17 	19.34 	-21.83 
8344.00 	0.70 	11612.11 	-44.04 	19.34 	-21.81 
8345.00 	0.70 	11612.28 	-44.08 	19.34 	-21.83 
8346.00 	0.70 	11612.08 	-44.09 	19.33 	-21.81 
8347.00 	0.70 	11611.61 	-44.22 	19.33 	-21.83 
8348.00 	0.70 	11610.83 	-44.09 	19.34 	-21.81 
8349.00 	0.70 	11610.08 	-44.16 	19.32 	-21.83 
8350.00 	0.70 	11609.94 	-44.20 	19.34 	-21.81 
8351.00 	0.70 	11610.00 	-44.04 	19.32 	-21.83 
8352.00 	0.70 	11610.01 	-44.09 	19.33 	-21.82 
8353.00 	0.70 	11610.37 	-44.06 	19.32 	-21.83 
8354.00 	0.70 	11610.79 	-44.08 	19.33 	-21.83 
8355.00 	0.70 	11610.98 	-44.09 	19.31 	-21.82 
8356.00 	0.70 	11611.11 	-44.14 	19.33 	-21.83 
8357.00 	0.70 	11611.20 	-44.18 	19.32 	-21.82 
8358.00 	0.70 	11611.08 	-44.13 	19.32 	-21.83 
8359.00 	0.70 	11610.87 	-44.17 	19.32 	-21.81 
8360.00 	0.70 	11610.78 	-44.29 	19.31 	-21.83 
8361.00 	0.70 	11610.78 	-44.28 	19.32 	-21.82 
8362.00 	0.70 	11610.75 	-44.28 	19.30 	-21.83 
8363.00 	0.70 	11611.00 	-44.30 	19.32 	-21.82 
8364.00 	0.70 	11611.24 	-44.32 	19.30 	-21.83 
8365.00 	0.70 	11611.16 	-44.27 	19.32 	-21.82 
8366.00 	0.70 	11610.88 	-44.24 	19.29 	-21.83 
8367.00 	0.70 	11610.97 	-44.18 	19.31 	-21.83 
8368.00 	0.70 	11611.42 	-44.15 	19.30 	-21.82 
8369.00 	0.70 	11611.94 	-44.19 	19.30 	-21.83 
8370.00 	0.70 	11612.07 	-44.19 	19.30 	-21.82 
8371.00 	0.70 	11611.74 	-44.29 	19.29 	-21.84 
8372.00 	0.70 	11611.07 	-44.26 	19.30 	-21.82 
8373.00 	0.70 	11610.21 	-44.19 	19.29 	-21.84 
8374.00 	0.70 	11609.81 	-44.39 	19.30 	-21.82 
8375.00 	0.70 	11609.93 	-44.34 	19.29 	-21.83 
8376.00 	0.70 	11609.92 	-44.29 	19.30 	-21.83 
8377.00 	0.70 	11610.05 	-44.23 	19.28 	-21.83 
8378.00 	0.70 	11610.61 	-44.26 	19.30 	-21.83 
8379.00 	0.70 	11611.34 	-44.29 	19.28 	-21.83 
8380.00 	0.70 	11611.93 	-44.13 	19.29 	-21.84 
8381.00 	0.70 	11612.68 	-44.14 	19.29 	-21.82 
8382.00 	0.70 	11612.79 	-44.27 	19.28 	-21.84 
8383.00 	0.70 	11613.13 	-44.23 	19.29 	-21.82 
8384.00 	0.70 	11613.11 	-44.17 	19.28 	-21.84 
8385.00 	0.70 	11612.85 	-44.19 	19.28 	-21.82 
8386.00 	0.70 	11612.69 	-44.22 	19.27 	-21.84 
8387.00 	0.70 	11612.44 	-44.31 	19.28 	-21.83 
8388.00 	0.70 	11612.06 	-44.32 	19.27 	-21.83 
8389.00 	0.70 	11611.44 	-44.39 	19.27 	-21.83 
8390.00 	0.70 	11610.64 	-44.31 	19.27 	-21.83 
8391.00 	0.70 	11610.10 	-44.29 	19.27 	-21.84 
8392.00 	0.70 	11609.94 	-44.25 	19.27 	-21.82 
8393.00 	0.70 	11610.21 	-44.23 	19.26 	-21.84 
8394.00 	0.70 	11610.71 	-44.21 	19.27 	-21.83 
8395.00 	0.70 	11611.48 	-44.21 	19.25 	-21.84 
8396.00 	0.70 	11612.15 	-44.21 	19.27 	-21.83 
8397.00 	0.70 	11612.63 	-44.14 	19.25 	-21.83 
8398.00 	0.70 	11612.84 	-44.14 	19.27 	-21.83 
8399.00 	0.70 	11612.91 	-44.13 	19.25 	-21.83 
8400.00 	0.70 	11612.84 	-44.14 	19.26 	-21.84 
8401.00 	0.70 	11612.61 	-44.11 	19.26 	-21.82 
8402.00 	0.70 	11612.22 	-44.20 	19.25 	-21.85 
8403.00 	0.70 	11611.82 	-44.20 	19.26 	-21.83 
8404.00 	0.70 	11611.59 	-44.17 	19.24 	-21.84 
8405.00 	0.70 	11611.16 	-44.18 	19.26 	-21.83 
8406.00 	0.70 	11611.02 	-44.15 	19.24 	-21.83 
8407.00 	0.70 	11611.18 	-44.15 	19.25 	-21.84 
8408.00 	0.70 	11611.54 	-44.14 	19.24 	-21.83 
8409.00 	0.70 	11612.02 	-44.14 	19.24 	-21.84 
8410.00 	0.70 	11612.38 	-44.14 	19.25 	-21.83 
8411.00 	0.70 	11612.59 	-44.14 	19.23 	-21.84 
8412.00 	0.70 	11612.74 	-44.20 	19.25 	-21.83 
8413.00 	0.70 	11612.75 	-44.18 	19.23 	-21.84 
8414.00 	0.70 	11612.82 	-44.24 	19.24 	-21.84 
8415.00 	0.70 	11612.60 	-44.21 	19.23 	-21.83 
8416.00 	0.70 	11612.62 	-44.15 	19.23 	-21.84 
8417.00 	0.70 	11612.61 	-44.20 	19.23 	-21.83 
8418.00 	0.70 	11612.80 	-44.15 	19.22 	-21.84 
8419.00 	0.70 	11612.89 	-44.13 	19.23 	-21.83 
8420.00 	0.70 	11612.96 	-44.16 	19.21 	-21.84 
8421.00 	0.70 	11612.92 	-44.18 	19.23 	-21.83 
8422.00 	0.70 	11612.72 	-44.16 	19.21 	-21.84 
8423.00 	0.70 	11612.43 	-44.15 	19.22 	-21.84 
8424.00 	0.70 	11612.22 	-44.10 	19.21 	-21.83 
8425.00 	0.70 	11612.20 	-44.16 	19.21 	-21.84 
8426.00 	0.70 	11612.23 	-44.09 	19.22 	-21.82 
8427.00 	0.70 	11611.99 	-44.11 	19.21 	-21.84 
8428.00 	0.70 	11612.16 	-44.19 	19.22 	-21.83 
8429.00 	0.70 	11612.44 	-44.17 	19.20 	-21.84 
8430.00 	0.70 	11612.48 	-44.19 	19.22 	-21.84 
8431.00 	0.70 	11612.62 	-44.20 	19.20 	-21.83 
8432.00 	0.70 	11612.79 	-44.25 	19.21 	-21.85 
8433.00 	0.70 	11612.85 	-44.30 	19.21 	-21.83 
8434.00 	0.70 	11612.63 	-44.27 	19.20 	-21.85 
8435.00 	0.70 	11612.46 	-44.03 	19.21 	-21.83 
8436.00 	0.69 	11612.75 	-43.89 	19.19 	-21.84 
8437.00 	0.70 	11613.47 	-43.97 	19.21 	-21.83 
8438.00 	0.70 	11614.12 	-44.35 	19.19 	-21.83 
8439.00 	0.70 	11613.24 	-44.22 	19.20 	-21.84 
8440.00 	0.70 	11612.22 	-44.27 	19.20 	-21.83 
8441.00 	0.70 	11611.33 	-44.27 	19.20 	-21.84 
8442.00 	0.70 	11610.57 	-44.30 	19.21 	-21.82 
8443.00 	0.70 	11610.20 	-44.34 	19.19 	-21.84 
8444.00 	0.70 	11610.51 	-44.34 	19.20 	-21.84 
8445.00 	0.70 	11611.03 	-44.32 	19.19 	-21.83 
8446.00 	0.70 	11611.61 	-44.22 	19.19 	-21.84 
8447.00 	0.70 	11612.09 	-44.33 	19.20 	-21.82 
8448.00 	0.70 	11612.53 	-44.49 	19.19 	-21.84 
8449.00 	0.71 	11612.71 	-44.64 	19.20 	-21.83 
8450.00 	0.70 	11612.03 	-44.35 	19.19 	-21.84 
8451.00 	0.70 	11611.41 	-44.19 	19.20 	-21.84 
8452.00 	0.69 	11611.75 	-43.90 	19.19 	-21.83 
8453.00 	0.69 	11614.02 	-43.99 	19.19 	-21.84 
8454.00 	0.70 	11616.45 	-44.18 	19.20 	-21.83 
8455.00 	0.70 	11618.46 	-44.30 	19.18 	-21.85 
8456.00 	0.70 	11618.48 	-44.33 	19.20 	-21.83 
8457.00 	0.70 	11616.82 	-44.48 	19.18 	-21.83 
8458.00 	0.70 	11614.70 	-44.41 	19.19 	-21.84 
8459.00 	0.70 	11612.51 	-44.61 	19.18 	-21.83 
8460.00 	0.70 	11610.63 	-44.56 	19.18 	-21.84 
8461.00 	0.70 	11609.46 	-44.47 	19.19 	-21.82 
8462.00 	0.70 	11609.22 	-44.38 	19.17 	-21.84 
8463.00 	0.70 	11609.79 	-44.34 	19.19 	-21.83 
8464.00 	0.70 	11610.74 	-44.26 	19.17 	-21.83 
8465.00 	0.70 	11611.65 	-44.30 	19.18 	-21.84 
8466.00 	0.70 	11612.14 	-44.37 	19.18 	-21.83 
8467.00 	0.70 	11611.82 	-44.18 	19.17 	-21.84 
8468.00 	0.69 	11611.67 	-43.93 	19.18 	-21.82 
8469.00 	0.69 	11613.63 	-43.92 	19.16 	-21.83 
8470.00 	0.70 	11616.09 	-44.10 	19.18 	-21.83 
8471.00 	0.70 	11617.88 	-44.10 	19.17 	-21.83 
8472.00 	0.70 	11618.67 	-44.06 	19.17 	-21.84 
8473.00 	0.70 	11617.66 	-44.09 	19.18 	-21.82 
8474.00 	0.70 	11616.24 	-44.19 	19.16 	-21.84 
8475.00 	0.70 	11614.26 	-44.35 	19.18 	-21.83 
8476.00 	0.70 	11612.56 	-44.26 	19.16 	-21.83 
8477.00 	0.70 	11611.24 	-44.16 	19.17 	-21.84 
8478.00 	0.70 	11610.39 	-44.30 	19.16 	-21.82 
8479.00 	0.70 	11610.71 	-44.15 	19.16 	-21.84 
8480.00 	0.70 	11611.47 	-44.09 	19.17 	-21.83 
8481.00 	0.70 	11613.11 	-44.09 	19.15 	-21.83 
8482.00 	0.70 	11614.49 	-44.42 	19.17 	-21.83 
8483.00 	0.70 	11614.47 	-44.45 	19.16 	-21.83 
8484.00 	0.70 	11613.06 	-44.54 	19.16 	-21.84 
8485.00 	0.71 	11611.11 	-44.66 	19.16 	-21.82 
8486.00 	0.70 	11609.22 	-44.53 	19.15 	-21.84 
8487.00 	0.70 	11608.69 	-44.54 	19.17 	-21.83 
8488.00 	0.71 	11608.83 	-44.80 	19.15 	-21.83 
8489.00 	0.70 	11609.56 	-44.60 	19.15 	-21.83 
8490.00 	0.70 	11610.04 	-44.50 	19.16 	-21.82 
8491.00 	0.70 	11610.88 	-44.41 	19.15 	-21.84 
8492.00 	0.70 	11612.26 	-44.40 	19.16 	-21.82 
8493.00 	0.70 	11613.62 	-44.49 	19.14 	-21.83 
8494.00 	0.70 	11614.19 	-44.32 	19.15 	-21.83 
8495.00 	0.70 	11613.95 	-44.55 	19.15 	-21.82 
8496.00 	0.70 	11613.32 	-44.62 	19.14 	-21.84 
8497.00 	0.70 	11612.20 	-44.41 	19.15 	-21.82 
8498.00 	0.70 	11610.77 	-44.58 	19.14 	-21.83 
8499.00 	0.70 	11610.30 	-44.41 	19.15 	-21.83 
8500.00 	0.70 	11610.27 	-44.30 	19.15 	-21.82 
8501.00 	0.70 	11610.88 	-44.50 	19.14 	-21.84 
8502.00 	0.70 	11611.43 	-44.47 	19.15 	-21.82 
8503.00 	0.70 	11611.96 	-44.57 	19.13 	-21.84 
8504.00 	0.69 	11611.76 	-44.06 	19.15 	-21.83 
8505.00 	0.70 	11612.43 	-44.40 	19.14 	-21.83 
8506.00 	0.70 	11613.82 	-44.47 	19.14 	-21.84 
8507.00 	0.70 	11613.61 	-44.30 	19.15 	-21.82 
8508.00 	0.70 	11612.72 	-44.28 	19.14 	-21.84 
8509.00 	0.69 	11612.09 	-43.90 	19.15 	-21.83 
8510.00 	0.69 	11612.51 	-43.95 	19.14 	-21.82 
8511.00 	0.70 	11613.60 	-44.07 	19.14 	-21.84 
8512.00 	0.70 	11614.38 	-44.03 	19.14 	-21.82 
8513.00 	0.70 	11614.58 	-44.20 	19.13 	-21.83 
8514.00 	0.70 	11614.47 	-44.39 	19.15 	-21.83 
8515.00 	0.70 	11613.26 	-44.35 	19.13 	-21.82 
8516.00 	0.70 	11611.42 	-44.43 	19.14 	-21.83 
8517.00 	0.70 	11610.54 	-44.23 	19.14 	-21.81 
8518.00 	0.70 	11610.94 	-44.43 	19.13 	-21.83 
8519.00 	0.70 	11611.17 	-44.57 	19.14 	-21.82 
8520.00 	0.70 	11611.33 	-44.45 	19.13 	-21.82 
8521.00 	0.70 	11611.03 	-44.39 	19.13 	-21.83 
8522.00 	0.70 	11611.21 	-44.31 	19.13 	-21.82 
8523.00 	0.70 	11611.28 	-44.63 	19.12 	-21.83 
8524.00 	0.70 	11610.73 	-44.35 	19.14 	-21.82 
8525.00 	0.70 	11610.19 	-44.17 	19.12 	-21.82 
8526.00 	0.70 	11610.50 	-44.13 	19.13 	-21.83 
8527.00 	0.69 	11611.92 	-43.90 	19.13 	-21.81 
8528.00 	0.70 	11613.27 	-44.44 	19.12 	-21.83 
8529.00 	0.70 	11613.85 	-44.24 	19.13 	-21.82 
8530.00 	0.70 	11613.08 	-44.22 	19.12 	-21.83 
8531.00 	0.70 	11611.59 	-44.31 	19.13 	-21.83 
8532.00 	0.71 	11610.94 	-44.58 	19.13 	-21.81 
8533.00 	0.71 	11610.02 	-44.56 	19.12 	-21.83 
8534.00 	0.70 	11609.24 	-44.38 	19.13 	-21.82 
8535.00 	0.70 	11609.29 	-44.34 	19.12 	-21.82 
8536.00 	0.70 	11610.28 	-44.24 	19.13 	-21.83 
8537.00 	0.70 	11611.79 	-44.31 	19.12 	-21.81 
8538.00 	0.70 	11612.87 	-44.12 	19.11 	-21.83 
8539.00 	0.70 	11613.21 	-44.06 	19.13 	-21.81 
8540.00 	0.69 	11613.59 	-43.92 	19.11 	-21.83 
8541.00 	0.70 	11614.04 	-44.01 	19.12 	-21.83 
8542.00 	0.69 	11614.93 	-43.97 	19.12 	-21.81 
8543.00 	0.70 	11614.93 	-44.09 	19.11 	-21.83 
8544.00 	0.70 	11613.91 	-44.14 	19.13 	-21.82 
8545.00 	0.70 	11612.45 	-44.30 	19.11 	-21.82 
8546.00 	0.70 	11611.20 	-44.39 	19.12 	-21.83 
8547.00 	0.70 	11609.71 	-44.50 	19.12 	-21.81 
8548.00 	0.70 	11607.99 	-44.40 	19.11 	-21.83 
8549.00 	0.70 	11607.46 	-44.50 	19.12 	-21.82 
8550.00 	0.70 	11607.99 	-44.57 	19.11 	-21.82 
8551.00 	0.70 	11608.77 	-44.55 	19.11 	-21.83 
8552.00 	0.71 	11609.66 	-44.74 	19.11 	-21.81 
8553.00 	0.71 	11610.27 	-44.72 	19.10 	-21.83 
8554.00 	0.71 	11610.03 	-44.60 	19.12 	-21.82 
8555.00 	0.70 	11609.72 	-44.40 	19.11 	-21.81 
8556.00 	0.70 	11610.17 	-44.30 	19.11 	-21.83 
8557.00 	0.70 	11611.30 	-44.30 	19.12 	-21.81 
8558.00 	0.70 	11612.64 	-44.31 	19.10 	-21.83 
8559.00 	0.70 	11612.68 	-44.35 	19.12 	-21.82 
8560.00 	0.70 	11612.42 	-44.36 	19.11 	-21.81 
8561.00 	0.70 	11612.41 	-44.45 	19.10 	-21.83 
8562.00 	0.70 	11612.09 	-44.38 	19.12 	-21.81 
8563.00 	0.70 	11611.65 	-44.56 	19.10 	-21.82 
8564.00 	0.70 	11611.25 	-44.48 	19.11 	-21.82 
8565.00 	0.70 	11611.29 	-44.70 	19.11 	-21.81 
8566.00 	0.70 	11611.36 	-44.48 	19.09 	-21.83 
8567.00 	0.70 	11611.14 	-44.60 	19.11 	-21.81 
8568.00 	0.70 	11611.23 	-44.57 	19.10 	-21.82 
8569.00 	0.70 	11611.11 	-44.50 	19.11 	-21.83 
8570.00 	0.70 	11610.94 	-44.62 	19.11 	-21.81 
8571.00 	0.70 	11610.77 	-44.59 	19.09 	-21.83 
8572.00 	0.70 	11610.53 	-44.47 	19.11 	-21.82 
8573.00 	0.70 	11610.64 	-44.41 	19.09 	-21.82 
8574.00 	0.70 	11610.80 	-44.37 	19.09 	-21.83 
8575.00 	0.70 	11611.08 	-44.36 	19.10 	-21.80 
8576.00 	0.70 	11611.61 	-44.25 	19.09 	-21.82 
8577.00 	0.70 	11611.95 	-44.11 	19.10 	-21.82 
8578.00 	0.70 	11612.32 	-44.17 	19.09 	-21.81 
8579.00 	0.70 	11613.00 	-44.11 	19.08 	-21.83 
8580.00 	0.71 	11613.73 	-44.49 	19.10 	-21.81 
8581.00 	0.70 	11612.99 	-44.36 	19.08 	-21.82 
8582.00 	0.71 	11611.08 	-44.53 	19.09 	-21.83 
8583.00 	0.70 	11609.26 	-44.30 	19.09 	-21.81 
8584.00 	0.70 	11608.54 	-44.19 	19.07 	-21.83 
8585.00 	0.70 	11609.45 	-44.15 	19.09 	-21.82 
8586.00 	0.70 	11611.14 	-44.14 	19.08 	-21.81 
