 time,Q,Q_aero,Q_solar
        9303 ,  -2099.678     ,  -2520.764     ,   263.0862    
        9304 ,  -2098.951     ,  -2520.037     ,   263.0862    
        9305 ,  -2094.305     ,  -2515.391     ,   263.0862    
        9306 ,  -2093.486     ,  -2514.572     ,   263.0862    
        9307 ,  -2090.794     ,  -2511.880     ,   263.0862    
        9308 ,  -2086.859     ,  -2507.945     ,   263.0862    
        9309 ,  -2086.865     ,  -2507.951     ,   263.0862    
        9310 ,  -2087.275     ,  -2508.361     ,   263.0862    
        9311 ,  -2086.447     ,  -2507.533     ,   263.0862    
        9312 ,  -2084.897     ,  -2505.983     ,   263.0862    
        9313 ,  -2084.071     ,  -2505.157     ,   263.0862    
        9314 ,  -2083.755     ,  -2504.841     ,   263.0862    
        9315 ,  -2083.344     ,  -2504.430     ,   263.0862    
        9316 ,  -2083.754     ,  -2504.841     ,   263.0862    
        9317 ,  -2082.202     ,  -2503.288     ,   263.0862    
        9318 ,  -2084.893     ,  -2505.979     ,   263.0862    
        9319 ,  -2084.065     ,  -2505.151     ,   263.0862    
        9320 ,  -2082.918     ,  -2504.005     ,   263.0862    
        9321 ,  -2083.647     ,  -2504.734     ,   263.0862    
        9322 ,  -2083.334     ,  -2504.420     ,   263.0862    
        9323 ,  -2084.888     ,  -2505.975     ,   263.0862    
        9324 ,  -2086.855     ,  -2507.941     ,   263.0862    
        9325 ,  -2089.235     ,  -2510.321     ,   263.0862    
        9326 ,  -2094.622     ,  -2515.708     ,   263.0862    
        9327 ,  -2096.268     ,  -2517.354     ,   263.0862    
        9328 ,  -2097.819     ,  -2518.905     ,   263.0862    
        9329 ,  -2096.272     ,  -2517.358     ,   263.0862    
        9330 ,  -2093.897     ,  -2514.984     ,   263.0862    
        9331 ,  -2093.165     ,  -2514.251     ,   263.0862    
        9332 ,  -2094.716     ,  -2515.802     ,   263.0862    
        9333 ,  -2093.067     ,  -2514.153     ,   263.0862    
        9334 ,  -2091.517     ,  -2512.603     ,   263.0862    
        9335 ,  -2092.337     ,  -2513.423     ,   263.0862    
        9336 ,  -2092.654     ,  -2513.740     ,   263.0862    
        9337 ,  -2093.063     ,  -2514.149     ,   263.0862    
        9338 ,  -2092.651     ,  -2513.738     ,   263.0862    
        9339 ,  -2091.924     ,  -2513.010     ,   263.0862    
        9340 ,  -2089.961     ,  -2511.047     ,   263.0862    
        9341 ,  -2092.338     ,  -2513.425     ,   263.0862    
        9342 ,  -2089.962     ,  -2511.048     ,   263.0862    
        9343 ,  -2091.103     ,  -2512.189     ,   263.0862    
        9344 ,  -2093.062     ,  -2514.148     ,   263.0862    
        9345 ,  -2098.542     ,  -2519.628     ,   263.0862    
        9346 ,  -2098.129     ,  -2519.216     ,   263.0862    
        9347 ,  -2096.167     ,  -2517.253     ,   263.0862    
        9348 ,  -2096.168     ,  -2517.254     ,   263.0862    
        9349 ,  -2095.031     ,  -2516.117     ,   263.0862    
        9350 ,  -2094.301     ,  -2515.387     ,   263.0862    
        9351 ,  -2089.963     ,  -2511.050     ,   263.0862    
        9352 ,  -2093.068     ,  -2514.154     ,   263.0862    
        9353 ,  -2089.139     ,  -2510.225     ,   263.0862    
        9354 ,  -2087.995     ,  -2509.082     ,   263.0862    
        9355 ,  -2087.994     ,  -2509.080     ,   263.0862    
        9356 ,  -2088.719     ,  -2509.805     ,   263.0862    
        9357 ,  -2086.435     ,  -2507.521     ,   263.0862    
        9358 ,  -2086.028     ,  -2507.115     ,   263.0862    
        9359 ,  -2084.065     ,  -2505.152     ,   263.0862    
        9360 ,  -2086.033     ,  -2507.119     ,   263.0862    
        9361 ,  -2088.413     ,  -2509.499     ,   263.0862    
        9362 ,  -2084.895     ,  -2505.981     ,   263.0862    
        9363 ,  -2089.551     ,  -2510.637     ,   263.0862    
        9364 ,  -2090.372     ,  -2511.458     ,   263.0862    
        9365 ,  -2088.407     ,  -2509.494     ,   263.0862    
        9366 ,  -2086.855     ,  -2507.941     ,   263.0862    
        9367 ,  -2084.891     ,  -2505.978     ,   263.0862    
        9368 ,  -2086.851     ,  -2507.937     ,   263.0862    
        9369 ,  -2087.166     ,  -2508.252     ,   263.0862    
        9370 ,  -2087.991     ,  -2509.077     ,   263.0862    
        9371 ,  -2090.686     ,  -2511.772     ,   263.0862    
        9372 ,  -2093.062     ,  -2514.149     ,   263.0862    
        9373 ,  -2093.068     ,  -2514.155     ,   263.0862    
        9374 ,  -2088.829     ,  -2509.915     ,   263.0862    
        9375 ,  -2090.796     ,  -2511.882     ,   263.0862    
        9376 ,  -2089.969     ,  -2511.055     ,   263.0862    
        9377 ,  -2089.555     ,  -2510.641     ,   263.0862    
        9378 ,  -2090.790     ,  -2511.876     ,   263.0862    
        9379 ,  -2090.788     ,  -2511.874     ,   263.0862    
        9380 ,  -2088.823     ,  -2509.909     ,   263.0862    
        9381 ,  -2087.681     ,  -2508.768     ,   263.0862    
        9382 ,  -2087.682     ,  -2508.768     ,   263.0862    
        9383 ,  -2084.898     ,  -2505.984     ,   263.0862    
        9384 ,  -2083.757     ,  -2504.843     ,   263.0862    
        9385 ,  -2085.305     ,  -2506.392     ,   263.0862    
        9386 ,  -2087.584     ,  -2508.671     ,   263.0862    
        9387 ,  -2086.033     ,  -2507.119     ,   263.0862    
        9388 ,  -2085.621     ,  -2506.707     ,   263.0862    
        9389 ,  -2084.892     ,  -2505.978     ,   263.0862    
        9390 ,  -2082.928     ,  -2504.015     ,   263.0862    
        9391 ,  -2082.519     ,  -2503.605     ,   263.0862    
        9392 ,  -2075.900     ,  -2496.986     ,   263.0862    
        9393 ,  -2074.344     ,  -2495.431     ,   263.0862    
        9394 ,  -2073.927     ,  -2495.013     ,   263.0862    
        9395 ,  -2073.100     ,  -2494.186     ,   263.0862    
        9396 ,  -2075.472     ,  -2496.558     ,   263.0862    
        9397 ,  -2077.752     ,  -2498.838     ,   263.0862    
        9398 ,  -2078.990     ,  -2500.076     ,   263.0862    
        9399 ,  -2078.584     ,  -2499.670     ,   263.0862    
        9400 ,  -2077.040     ,  -2498.126     ,   263.0862    
        9401 ,  -2076.725     ,  -2497.811     ,   263.0862    
        9402 ,  -2075.904     ,  -2496.990     ,   263.0862    
        9403 ,  -2075.175     ,  -2496.261     ,   263.0862    
        9404 ,  -2075.493     ,  -2496.579     ,   263.0862    
        9405 ,  -2073.218     ,  -2494.304     ,   263.0862    
        9406 ,  -2073.942     ,  -2495.029     ,   263.0862    
        9407 ,  -2072.391     ,  -2493.477     ,   263.0862    
        9408 ,  -2072.800     ,  -2493.886     ,   263.0862    
        9409 ,  -2069.287     ,  -2490.373     ,   263.0862    
        9410 ,  -2065.041     ,  -2486.127     ,   263.0862    
        9411 ,  -2068.141     ,  -2489.227     ,   263.0862    
        9412 ,  -2068.044     ,  -2489.130     ,   263.0862    
        9413 ,  -2067.728     ,  -2488.814     ,   263.0862    
        9414 ,  -2064.940     ,  -2486.026     ,   263.0862    
        9415 ,  -2065.354     ,  -2486.440     ,   263.0862    
        9416 ,  -2065.353     ,  -2486.439     ,   263.0862    
        9417 ,  -2062.669     ,  -2483.755     ,   263.0862    
        9418 ,  -2061.847     ,  -2482.933     ,   263.0862    
        9419 ,  -2061.425     ,  -2482.511     ,   263.0862    
        9420 ,  -2061.836     ,  -2482.922     ,   263.0862    
        9421 ,  -2060.284     ,  -2481.370     ,   263.0862    
        9422 ,  -2059.872     ,  -2480.958     ,   263.0862    
        9423 ,  -2064.113     ,  -2485.199     ,   263.0862    
        9424 ,  -2063.386     ,  -2484.472     ,   263.0862    
        9425 ,  -2060.695     ,  -2481.781     ,   263.0862    
        9426 ,  -2060.284     ,  -2481.371     ,   263.0862    
        9427 ,  -2061.426     ,  -2482.512     ,   263.0862    
        9428 ,  -2062.978     ,  -2484.064     ,   263.0862    
        9429 ,  -2063.082     ,  -2484.168     ,   263.0862    
        9430 ,  -2063.398     ,  -2484.484     ,   263.0862    
        9431 ,  -2064.220     ,  -2485.306     ,   263.0862    
        9432 ,  -2064.220     ,  -2485.306     ,   263.0862    
        9433 ,  -2063.398     ,  -2484.484     ,   263.0862    
        9434 ,  -2062.258     ,  -2483.344     ,   263.0862    
        9435 ,  -2064.633     ,  -2485.719     ,   263.0862    
        9436 ,  -2066.596     ,  -2487.682     ,   263.0862    
        9437 ,  -2065.773     ,  -2486.859     ,   263.0862    
        9438 ,  -2069.696     ,  -2490.782     ,   263.0862    
        9439 ,  -2071.250     ,  -2492.336     ,   263.0862    
        9440 ,  -2071.661     ,  -2492.748     ,   263.0862    
        9441 ,  -2072.396     ,  -2493.482     ,   263.0862    
        9442 ,  -2072.808     ,  -2493.895     ,   263.0862    
        9443 ,  -2074.357     ,  -2495.443     ,   263.0862    
        9444 ,  -2075.181     ,  -2496.268     ,   263.0862    
        9445 ,  -2074.357     ,  -2495.444     ,   263.0862    
        9446 ,  -2076.320     ,  -2497.406     ,   263.0862    
        9447 ,  -2073.627     ,  -2494.713     ,   263.0862    
        9448 ,  -2072.072     ,  -2493.158     ,   263.0862    
        9449 ,  -2069.698     ,  -2490.784     ,   263.0862    
        9450 ,  -2066.595     ,  -2487.681     ,   263.0862    
        9451 ,  -2065.771     ,  -2486.857     ,   263.0862    
        9452 ,  -2065.357     ,  -2486.443     ,   263.0862    
        9453 ,  -2063.396     ,  -2484.482     ,   263.0862    
        9454 ,  -2061.121     ,  -2482.208     ,   263.0862    
        9455 ,  -2059.157     ,  -2480.244     ,   263.0862    
        9456 ,  -2060.297     ,  -2481.383     ,   263.0862    
        9457 ,  -2061.849     ,  -2482.935     ,   263.0862    
        9458 ,  -2060.709     ,  -2481.795     ,   263.0862    
        9459 ,  -2059.981     ,  -2481.068     ,   263.0862    
        9460 ,  -2062.675     ,  -2483.761     ,   263.0862    
        9461 ,  -2060.302     ,  -2481.388     ,   263.0862    
        9462 ,  -2060.397     ,  -2481.484     ,   263.0862    
        9463 ,  -2060.398     ,  -2481.484     ,   263.0862    
        9464 ,  -2062.677     ,  -2483.763     ,   263.0862    
        9465 ,  -2062.675     ,  -2483.761     ,   263.0862    
        9466 ,  -2061.945     ,  -2483.031     ,   263.0862    
        9467 ,  -2061.431     ,  -2482.517     ,   263.0862    
        9468 ,  -2064.532     ,  -2485.618     ,   263.0862    
        9469 ,  -2063.802     ,  -2484.889     ,   263.0862    
        9470 ,  -2063.803     ,  -2484.889     ,   263.0862    
        9471 ,  -2063.805     ,  -2484.891     ,   263.0862    
        9472 ,  -2063.807     ,  -2484.893     ,   263.0862    
        9473 ,  -2061.529     ,  -2482.615     ,   263.0862    
        9474 ,  -2062.670     ,  -2483.756     ,   263.0862    
        9475 ,  -2064.223     ,  -2485.309     ,   263.0862    
        9476 ,  -2066.912     ,  -2487.998     ,   263.0862    
        9477 ,  -2067.324     ,  -2488.410     ,   263.0862    
        9478 ,  -2067.745     ,  -2488.831     ,   263.0862    
        9479 ,  -2065.471     ,  -2486.557     ,   263.0862    
        9480 ,  -2065.879     ,  -2486.965     ,   263.0862    
        9481 ,  -2067.431     ,  -2488.517     ,   263.0862    
        9482 ,  -2065.880     ,  -2486.966     ,   263.0862    
        9483 ,  -2063.096     ,  -2484.182     ,   263.0862    
        9484 ,  -2061.543     ,  -2482.629     ,   263.0862    
        9485 ,  -2059.578     ,  -2480.664     ,   263.0862    
        9486 ,  -2055.642     ,  -2476.729     ,   263.0862    
        9487 ,  -2053.355     ,  -2474.441     ,   263.0862    
        9488 ,  -2050.251     ,  -2471.337     ,   263.0862    
        9489 ,  -2044.365     ,  -2465.451     ,   263.0862    
        9490 ,  -2041.672     ,  -2462.759     ,   263.0862    
        9491 ,  -2033.410     ,  -2454.496     ,   263.0862    
        9492 ,  -2029.486     ,  -2450.572     ,   263.0862    
        9493 ,  -2023.283     ,  -2444.369     ,   263.0862    
        9494 ,  -2015.531     ,  -2436.617     ,   263.0862    
        9495 ,  -2008.824     ,  -2429.911     ,   263.0862    
        9496 ,  -2001.801     ,  -2422.887     ,   263.0862    
        9497 ,  -1994.449     ,  -2415.535     ,   263.0862    
        9498 ,  -1986.598     ,  -2407.684     ,   263.0862    
        9499 ,  -1977.716     ,  -2398.802     ,   263.0862    
        9500 ,  -1971.014     ,  -2392.100     ,   263.0862    
        9501 ,  -1961.312     ,  -2382.398     ,   263.0862    
        9502 ,  -1951.619     ,  -2372.705     ,   263.0862    
        9503 ,  -1940.781     ,  -2361.867     ,   263.0862    
        9504 ,  -1931.474     ,  -2352.560     ,   263.0862    
        9505 ,  -1919.818     ,  -2340.905     ,   263.0862    
        9506 ,  -1908.070     ,  -2329.156     ,   263.0862    
        9507 ,  -1899.511     ,  -2320.597     ,   263.0862    
        9508 ,  -1892.914     ,  -2314.000     ,   263.0862    
        9509 ,  -1882.495     ,  -2303.581     ,   263.0862    
        9510 ,  -1870.833     ,  -2291.919     ,   263.0862    
        9511 ,  -1859.602     ,  -2280.688     ,   263.0862    
        9512 ,  -1848.379     ,  -2269.465     ,   263.0862    
        9513 ,  -1837.154     ,  -2258.240     ,   263.0862    
        9514 ,  -1825.521     ,  -2246.607     ,   263.0862    
        9515 ,  -1808.818     ,  -2229.904     ,   263.0862    
        9516 ,  -1799.859     ,  -2220.945     ,   263.0862    
        9517 ,  -1791.728     ,  -2212.814     ,   263.0862    
        9518 ,  -1780.510     ,  -2201.596     ,   263.0862    
        9519 ,  -1770.018     ,  -2191.104     ,   263.0862    
        9520 ,  -1759.622     ,  -2180.708     ,   263.0862    
        9521 ,  -1748.396     ,  -2169.482     ,   263.0862    
        9522 ,  -1735.647     ,  -2156.734     ,   263.0862    
        9523 ,  -1724.033     ,  -2145.119     ,   263.0862    
        9524 ,  -1711.700     ,  -2132.787     ,   263.0862    
        9525 ,  -1698.238     ,  -2119.324     ,   263.0862    
        9526 ,  -1685.594     ,  -2106.680     ,   263.0862    
        9527 ,  -1671.317     ,  -2092.404     ,   263.0862    
        9528 ,  -1659.605     ,  -2080.691     ,   263.0862    
        9529 ,  -1646.562     ,  -2067.648     ,   263.0862    
        9530 ,  -1635.375     ,  -2056.462     ,   263.0862    
        9531 ,  -1621.920     ,  -2043.006     ,   263.0862    
        9532 ,  -1607.776     ,  -2028.863     ,   263.0862    
        9533 ,  -1594.936     ,  -2016.022     ,   263.0862    
        9534 ,  -1581.096     ,  -2002.182     ,   263.0862    
        9535 ,  -1568.383     ,  -1989.469     ,   263.0862    
        9536 ,  -1554.937     ,  -1976.023     ,   263.0862    
        9537 ,  -1543.048     ,  -1964.135     ,   263.0862    
        9538 ,  -1531.180     ,  -1952.266     ,   263.0862    
        9539 ,  -1521.242     ,  -1942.328     ,   263.0862    
        9540 ,  -1508.948     ,  -1930.034     ,   263.0862    
        9541 ,  -1495.932     ,  -1917.018     ,   263.0862    
        9542 ,  -1483.367     ,  -1904.453     ,   263.0862    
        9543 ,  -1469.787     ,  -1890.873     ,   263.0862    
        9544 ,  -1457.354     ,  -1878.441     ,   263.0862    
        9545 ,  -1447.689     ,  -1868.776     ,   263.0862    
        9546 ,  -1438.830     ,  -1859.916     ,   263.0862    
        9547 ,  -1430.818     ,  -1851.904     ,   263.0862    
        9548 ,  -1421.278     ,  -1842.364     ,   263.0862    
        9549 ,  -1413.278     ,  -1834.365     ,   263.0862    
        9550 ,  -1403.753     ,  -1824.839     ,   263.0862    
        9551 ,  -1396.997     ,  -1818.083     ,   263.0862    
        9552 ,  -1390.134     ,  -1811.220     ,   263.0862    
        9553 ,  -1382.643     ,  -1803.729     ,   263.0862    
        9554 ,  -1377.018     ,  -1798.104     ,   263.0862    
        9555 ,  -1369.866     ,  -1790.953     ,   263.0862    
        9556 ,  -1363.125     ,  -1784.211     ,   263.0862    
        9557 ,  -1358.327     ,  -1779.413     ,   263.0862    
        9558 ,  -1353.938     ,  -1775.024     ,   263.0862    
        9559 ,  -1350.375     ,  -1771.461     ,   263.0862    
        9560 ,  -1344.060     ,  -1765.146     ,   263.0862    
        9561 ,  -1338.971     ,  -1760.057     ,   263.0862    
        9562 ,  -1333.476     ,  -1754.562     ,   263.0862    
        9563 ,  -1330.032     ,  -1751.118     ,   263.0862    
        9564 ,  -1324.528     ,  -1745.614     ,   263.0862    
        9565 ,  -1325.173     ,  -1746.260     ,   263.0862    
        9566 ,  -1324.794     ,  -1745.880     ,   263.0862    
        9567 ,  -1319.420     ,  -1740.506     ,   263.0862    
        9568 ,  -1316.296     ,  -1737.382     ,   263.0862    
        9569 ,  -1311.336     ,  -1732.422     ,   263.0862    
        9570 ,  -1307.499     ,  -1728.585     ,   263.0862    
        9571 ,  -1304.784     ,  -1725.871     ,   263.0862    
        9572 ,  -1304.417     ,  -1725.503     ,   263.0862    
        9573 ,  -1303.644     ,  -1724.731     ,   263.0862    
        9574 ,  -1301.339     ,  -1722.425     ,   263.0862    
        9575 ,  -1304.447     ,  -1725.533     ,   263.0862    
        9576 ,  -1306.317     ,  -1727.404     ,   263.0862    
        9577 ,  -1307.481     ,  -1728.567     ,   263.0862    
        9578 ,  -1298.651     ,  -1719.737     ,   263.0862    
        9579 ,  -1301.340     ,  -1722.426     ,   263.0862    
        9580 ,  -1295.569     ,  -1716.655     ,   263.0862    
        9581 ,  -1303.561     ,  -1724.647     ,   263.0862    
        9582 ,  -1302.378     ,  -1723.464     ,   263.0862    
        9583 ,  -1299.766     ,  -1720.852     ,   263.0862    
        9584 ,  -1304.294     ,  -1725.380     ,   263.0862    
        9585 ,  -1306.984     ,  -1728.071     ,   263.0862    
        9586 ,  -1301.214     ,  -1722.300     ,   263.0862    
        9587 ,  -1296.264     ,  -1717.350     ,   263.0862    
        9588 ,  -1295.370     ,  -1716.457     ,   263.0862    
        9589 ,  -1298.465     ,  -1719.552     ,   263.0862    
        9590 ,  -1296.868     ,  -1717.954     ,   263.0862    
        9591 ,  -1300.676     ,  -1721.762     ,   263.0862    
        9592 ,  -1301.733     ,  -1722.819     ,   263.0862    
        9593 ,  -1303.299     ,  -1724.385     ,   263.0862    
        9594 ,  -1302.518     ,  -1723.604     ,   263.0862    
        9595 ,  -1302.449     ,  -1723.536     ,   263.0862    
        9596 ,  -1303.503     ,  -1724.589     ,   263.0862    
        9597 ,  -1303.840     ,  -1724.927     ,   263.0862    
        9598 ,  -1302.948     ,  -1724.035     ,   263.0862    
        9599 ,  -1303.696     ,  -1724.782     ,   263.0862    
        9600 ,  -1304.323     ,  -1725.409     ,   263.0862    
        9601 ,  -1308.121     ,  -1729.207     ,   263.0862    
        9602 ,  -1309.163     ,  -1730.249     ,   263.0862    
        9603 ,  -1311.735     ,  -1732.821     ,   263.0862    
        9604 ,  -1311.653     ,  -1732.739     ,   263.0862    
        9605 ,  -1313.813     ,  -1734.900     ,   263.0862    
        9606 ,  -1314.443     ,  -1735.529     ,   263.0862    
        9607 ,  -1316.603     ,  -1737.689     ,   263.0862    
        9608 ,  -1316.819     ,  -1737.905     ,   263.0862    
        9609 ,  -1317.854     ,  -1738.940     ,   263.0862    
        9610 ,  -1316.435     ,  -1737.521     ,   263.0862    
        9611 ,  -1316.758     ,  -1737.844     ,   263.0862    
        9612 ,  -1317.267     ,  -1738.353     ,   263.0862    
        9613 ,  -1314.723     ,  -1735.809     ,   263.0862    
        9614 ,  -1314.523     ,  -1735.609     ,   263.0862    
        9615 ,  -1314.323     ,  -1735.410     ,   263.0862    
        9616 ,  -1316.470     ,  -1737.556     ,   263.0862    
        9617 ,  -1315.045     ,  -1736.132     ,   263.0862    
        9618 ,  -1316.372     ,  -1737.458     ,   263.0862    
        9619 ,  -1318.922     ,  -1740.008     ,   263.0862    
        9620 ,  -1319.014     ,  -1740.100     ,   263.0862    
        9621 ,  -1319.219     ,  -1740.305     ,   263.0862    
        9622 ,  -1321.255     ,  -1742.341     ,   263.0862    
        9623 ,  -1320.229     ,  -1741.315     ,   263.0862    
        9624 ,  -1322.262     ,  -1743.348     ,   263.0862    
        9625 ,  -1323.580     ,  -1744.666     ,   263.0862    
        9626 ,  -1325.206     ,  -1746.292     ,   263.0862    
        9627 ,  -1323.764     ,  -1744.850     ,   263.0862    
        9628 ,  -1323.854     ,  -1744.940     ,   263.0862    
        9629 ,  -1323.125     ,  -1744.211     ,   263.0862    
        9630 ,  -1325.150     ,  -1746.236     ,   263.0862    
        9631 ,  -1322.889     ,  -1743.976     ,   263.0862    
        9632 ,  -1319.094     ,  -1740.181     ,   263.0862    
        9633 ,  -1316.830     ,  -1737.916     ,   263.0862    
        9634 ,  -1314.049     ,  -1735.135     ,   263.0862    
        9635 ,  -1307.905     ,  -1728.991     ,   263.0862    
        9636 ,  -1304.104     ,  -1725.190     ,   263.0862    
        9637 ,  -1300.201     ,  -1721.287     ,   263.0862    
        9638 ,  -1294.769     ,  -1715.855     ,   263.0862    
        9639 ,  -1290.150     ,  -1711.236     ,   263.0862    
        9640 ,  -1286.242     ,  -1707.328     ,   263.0862    
        9641 ,  -1281.518     ,  -1702.604     ,   263.0862    
        9642 ,  -1277.713     ,  -1698.800     ,   263.0862    
        9643 ,  -1273.091     ,  -1694.177     ,   263.0862    
        9644 ,  -1268.353     ,  -1689.439     ,   263.0862    
        9645 ,  -1263.632     ,  -1684.718     ,   263.0862    
        9646 ,  -1258.203     ,  -1679.290     ,   263.0862    
        9647 ,  -1253.990     ,  -1675.076     ,   263.0862    
        9648 ,  -1248.451     ,  -1669.538     ,   263.0862    
        9649 ,  -1244.241     ,  -1665.327     ,   263.0862    
        9650 ,  -1239.112     ,  -1660.198     ,   263.0862    
        9651 ,  -1235.613     ,  -1656.699     ,   263.0862    
        9652 ,  -1230.176     ,  -1651.262     ,   263.0862    
        9653 ,  -1225.046     ,  -1646.132     ,   263.0862    
        9654 ,  -1221.954     ,  -1643.040     ,   263.0862    
        9655 ,  -1217.942     ,  -1639.028     ,   263.0862    
        9656 ,  -1215.969     ,  -1637.055     ,   263.0862    
        9657 ,  -1214.405     ,  -1635.491     ,   263.0862    
        9658 ,  -1213.957     ,  -1635.043     ,   263.0862    
        9659 ,  -1215.856     ,  -1636.942     ,   263.0862    
        9660 ,  -1216.529     ,  -1637.615     ,   263.0862    
        9661 ,  -1218.020     ,  -1639.106     ,   263.0862    
        9662 ,  -1222.562     ,  -1643.648     ,   263.0862    
        9663 ,  -1224.862     ,  -1645.948     ,   263.0862    
        9664 ,  -1226.758     ,  -1647.844     ,   263.0862    
        9665 ,  -1225.896     ,  -1646.983     ,   263.0862    
        9666 ,  -1226.568     ,  -1647.654     ,   263.0862    
        9667 ,  -1224.894     ,  -1645.980     ,   263.0862    
        9668 ,  -1224.444     ,  -1645.530     ,   263.0862    
        9669 ,  -1223.992     ,  -1645.079     ,   263.0862    
        9670 ,  -1223.133     ,  -1644.219     ,   263.0862    
        9671 ,  -1221.454     ,  -1642.541     ,   263.0862    
        9672 ,  -1219.371     ,  -1640.457     ,   263.0862    
        9673 ,  -1217.798     ,  -1638.884     ,   263.0862    
        9674 ,  -1218.058     ,  -1639.145     ,   263.0862    
        9675 ,  -1216.387     ,  -1637.473     ,   263.0862    
        9676 ,  -1214.406     ,  -1635.493     ,   263.0862    
        9677 ,  -1214.667     ,  -1635.754     ,   263.0862    
        9678 ,  -1215.441     ,  -1636.528     ,   263.0862    
        9679 ,  -1216.114     ,  -1637.200     ,   263.0862    
        9680 ,  -1215.664     ,  -1636.750     ,   263.0862    
        9681 ,  -1214.403     ,  -1635.490     ,   263.0862    
        9682 ,  -1212.430     ,  -1633.516     ,   263.0862    
        9683 ,  -1213.101     ,  -1634.188     ,   263.0862    
        9684 ,  -1212.650     ,  -1633.736     ,   263.0862    
        9685 ,  -1212.912     ,  -1633.999     ,   263.0862    
        9686 ,  -1209.815     ,  -1630.902     ,   263.0862    
        9687 ,  -1210.487     ,  -1631.573     ,   263.0862    
        9688 ,  -1212.273     ,  -1633.360     ,   263.0862    
        9689 ,  -1207.954     ,  -1629.041     ,   263.0862    
        9690 ,  -1207.501     ,  -1628.588     ,   263.0862    
        9691 ,  -1208.167     ,  -1629.254     ,   263.0862    
        9692 ,  -1209.241     ,  -1630.327     ,   263.0862    
        9693 ,  -1207.979     ,  -1629.065     ,   263.0862    
        9694 ,  -1207.831     ,  -1628.917     ,   263.0862    
        9695 ,  -1207.785     ,  -1628.872     ,   263.0862    
        9696 ,  -1206.936     ,  -1628.022     ,   263.0862    
        9697 ,  -1206.068     ,  -1627.154     ,   263.0862    
        9698 ,  -1205.512     ,  -1626.598     ,   263.0862    
        9699 ,  -1205.875     ,  -1626.961     ,   263.0862    
        9700 ,  -1205.734     ,  -1626.820     ,   263.0862    
        9701 ,  -1206.498     ,  -1627.584     ,   263.0862    
        9702 ,  -1209.104     ,  -1630.190     ,   263.0862    
        9703 ,  -1208.652     ,  -1629.738     ,   263.0862    
        9704 ,  -1208.913     ,  -1630.000     ,   263.0862    
        9705 ,  -1208.060     ,  -1629.146     ,   263.0862    
        9706 ,  -1208.322     ,  -1629.408     ,   263.0862    
        9707 ,  -1208.276     ,  -1629.362     ,   263.0862    
        9708 ,  -1205.914     ,  -1626.990     ,   263.0763    
        9709 ,  -1206.600     ,  -1627.658     ,   263.0588    
        9710 ,  -1207.694     ,  -1628.735     ,   263.0410    
        9711 ,  -1207.263     ,  -1628.285     ,   263.0228    
        9712 ,  -1205.309     ,  -1626.314     ,   263.0044    
        9713 ,  -1205.284     ,  -1626.270     ,   262.9854    
        9714 ,  -1204.039     ,  -1625.006     ,   262.9669    
        9715 ,  -1203.915     ,  -1624.863     ,   262.9478    
        9716 ,  -1205.114     ,  -1626.042     ,   262.9285    
        9717 ,  -1204.580     ,  -1625.489     ,   262.9091    
        9718 ,  -1205.374     ,  -1626.263     ,   262.8890    
        9719 ,  -1207.592     ,  -1628.461     ,   262.8687    
        9720 ,  -1209.508     ,  -1630.356     ,   262.8478    
        9721 ,  -1209.896     ,  -1630.722     ,   262.8267    
        9722 ,  -1210.588     ,  -1631.394     ,   262.8055    
        9723 ,  -1212.911     ,  -1633.695     ,   262.7841    
        9724 ,  -1214.420     ,  -1635.182     ,   262.7623    
        9725 ,  -1213.888     ,  -1634.630     ,   262.7411    
        9726 ,  -1215.792     ,  -1636.515     ,   262.7229    
        9727 ,  -1215.231     ,  -1635.941     ,   262.7091    
        9728 ,  -1213.733     ,  -1634.433     ,   262.7002    
        9729 ,  -1209.578     ,  -1630.274     ,   262.6956    
        9730 ,  -1204.490     ,  -1625.185     ,   262.6945    
        9731 ,  -1199.083     ,  -1619.780     ,   262.6965    
        9732 ,  -1194.284     ,  -1614.984     ,   262.7003    
        9733 ,  -1189.583     ,  -1610.288     ,   262.7047    
        9734 ,  -1187.215     ,  -1607.924     ,   262.7085    
        9735 ,  -1184.847     ,  -1605.558     ,   262.7112    
        9736 ,  -1185.557     ,  -1606.268     ,   262.7114    
        9737 ,  -1186.801     ,  -1607.510     ,   262.7094    
        9738 ,  -1187.636     ,  -1608.342     ,   262.7060    
        9739 ,  -1189.184     ,  -1609.886     ,   262.7020    
        9740 ,  -1186.535     ,  -1607.233     ,   262.6983    
        9741 ,  -1187.369     ,  -1608.065     ,   262.6959    
        9742 ,  -1188.600     ,  -1609.295     ,   262.6949    
        9743 ,  -1188.599     ,  -1609.294     ,   262.6951    
        9744 ,  -1186.648     ,  -1607.344     ,   262.6957    
        9745 ,  -1186.231     ,  -1606.928     ,   262.6974    
        9746 ,  -1186.534     ,  -1607.233     ,   262.6986    
        9747 ,  -1186.946     ,  -1607.645     ,   262.6995    
        9748 ,  -1187.349     ,  -1608.049     ,   262.7000    
        9749 ,  -1186.530     ,  -1607.229     ,   262.6999    
        9750 ,  -1187.763     ,  -1608.463     ,   262.6993    
        9751 ,  -1186.124     ,  -1606.822     ,   262.6985    
        9752 ,  -1188.488     ,  -1609.185     ,   262.6975    
        9753 ,  -1189.306     ,  -1610.002     ,   262.6966    
